boro,street,yr,m,sum_vol,count_requestid
Queens,E/B LINDEN BLVD @ 116 ST,2010,11,7407,381
Queens,E/B 69 RD/JEWEL AVE @ PARK DRIVE EAST,2010,3,97026,956
Bronx,EAST 138 STREET,2014,10,63702,960
Queens,W/B GRAND AVE @ SEABURY ST,2010,1,45787,1056
Manhattan,GOUVERNEUR LA,2013,11,1249,706
Queens,E/B 109 AVE @ 126 ST,2010,1,21718,569
Manhattan,CLINTON STREET,2015,10,37596,1310
Manhattan,W 48 ST,2014,3,83387,1423
Staten Island,ARTHUR KILL ROAD,2017,9,127879,1728
Queens,LEFFERTS BOULEVARD,2015,10,30336,576
Queens,SOUTH CONDUIT AVENUE,2014,9,106749,384
Staten Island,E/B FOREST HILL RD @ INDEPENDENCE AVE,2010,6,33054,380
Brooklyn,AVENUE N,2016,5,39103,390
Brooklyn,POWELL STREET,2016,8,7504,255
Queens,LINDEN BOULEVARD,2020,11,251162,3456
Brooklyn,KINGS HWY,2014,6,2044943,29088
Bronx,NEW ENGLAND THRWY,2013,6,183531,1419
Queens,BAISLEY BOULEVARD,2015,10,153258,2891
Brooklyn,EMMONS AV,2012,10,14019,163
Brooklyn,N/B GRAHAM AVE @ POWERS ST,2009,1,6848,396
Brooklyn,WILLIAMS AVENUE,2016,10,66495,2688
Manhattan,E/B W 178TH ST@ AMSTERDAM AVE & AUDUBON AVE,2009,1,88574,1327
Bronx,MOSHOLU PARKWAY,2015,11,169809,1536
Brooklyn,N/B WASHINGTON AVE @ EASTERN PKWY,2011,2,23976,632
Queens,E/B 107 AVE @ 109 ST,2010,1,9691,387
Staten Island,ABINGDON AV,2013,11,3675,722
Manhattan,W/B E 14 ST MAIN RD @ 1ST AVE,2010,11,94465,1022
Staten Island,NARROWS ROAD NORTH,2016,4,102437,570
Brooklyn,JJ BYRNE MEMORIAL BRG,2013,4,332214,2709
Bronx,S/B BARNES AVE @ MORRIS PARK AVE,2009,5,4474,375
Manhattan,EAST 71 STREET,2019,6,35343,1440
Manhattan,ESSEX STREET,2019,5,510515,7680
Manhattan,LAFAYETTE STREET,2017,1,63519,931
Brooklyn,BEDFORD AVENUE,2019,10,723044,11232
Manhattan,LEXINGTON AVENUE,2018,1,968303,4704
Queens,PULASKI BRIDGE,2018,5,617576,2855
Brooklyn,METROPOLITAN AVENUE,2017,9,19726,192
Queens,MERRICK BOULEVARD,2020,11,364813,3456
Queens,128 ST,2012,6,2596,411
Bronx,PENNYFIELD AVENUE,2019,2,51894,1536
Manhattan,EDGECOMBE AV,2012,3,66212,1605
Queens,AUSTIN ST,2013,2,12037,1344
Brooklyn,E 102 ST,2013,2,11751,1248
Manhattan,E/B E 23 ST @ 2ND AVE,2010,12,83279,893
Bronx,BOGART AVENUE,2017,9,24575,3834
Brooklyn,BAY PKWY APPROACH TO 60TH ST,2010,11,19792,213
Bronx,EAST 165 STREET,2012,1,29635,482
Queens,JACKIE ROBINSON PARKWAY,2016,4,910264,2773
Brooklyn,NOSTRAND AV,2012,5,98877,676
Manhattan,WEST 179 STREET,2014,9,61496,864
Brooklyn,S/B CLASSON AVE @ GATES AVE,2010,8,38320,531
Bronx,S/B BOSTON ROAD @ MCOWEN AVE - ROPES AVE,2008,4,173426,339
Brooklyn,BQE EXIT 29 WESTBOUND,2016,11,58858,452
Manhattan,42ND ST APPROACH TO 3RD AVE,2011,4,440766,3098
Queens,VAN WYCK EXPRESSWAY SR EAST,2015,8,48080,381
Bronx,EAST TREMONT AVENUE,2016,2,72429,978
Queens,110 AV,2012,12,20052,743
Brooklyn,BROOKLYN AVE BTWN PARK PL & STERLING PL,2011,9,83199,1068
Queens,W/B 23 AVE @ 38 ST,2010,12,41047,949
Brooklyn,BAY PKWY NB BET 86th ST & 85th ST,2010,1,71754,544
Brooklyn,3 STREET BRIDGE,2017,5,158570,2752
Brooklyn,W/B QUENTIN RD @ E 35 ST,2010,6,16728,574
Queens,75 AVENUE,2017,8,7907,377
Manhattan,LEONARD STREET,2017,6,50810,1344
Queens,SEAGIRT BOULEVARD,2015,5,5247,71
Queens,VAN WYCK EXPRESSWAY ENTRANCE SB,2014,5,74287,672
Queens,103 AVENUE,2016,4,10474,413
Queens,GRAND CENTRAL PARKWAY SR SOUTH,2019,5,119662,2496
Brooklyn,BELT PARKWAY EXIT 5 EASTBOUND,2016,10,114883,768
Manhattan,W 55 ST,2013,6,62738,759
Brooklyn,S/B WASHINGTON AVE @ ATLANTIC AVE,2011,2,31598,637
Manhattan,WEST 51 STREET,2014,3,68936,715
Brooklyn,UNION AVE BET MONTROSE & JOHNSON AVES,2011,2,107689,2000
Brooklyn,HOMECREST AVENUE,2016,7,107,45
Brooklyn,RAMP,2016,6,120064,672
Queens,W/B GROTON ST @  YELLOWSTONE BLVD,2009,6,1547,145
Brooklyn,OCEAN AVENUE,2014,10,357942,3821
Manhattan,WEST HOUSTON STREET,2016,6,96519,672
Bronx,HUNTS POINT AVENUE,2015,1,120614,1344
Brooklyn,6 AV,2012,10,73244,2043
Brooklyn,SHORE PKWY (BELT PKWY),2011,5,559014,1007
Brooklyn,AVENUE X,2016,7,28734,773
Bronx,S/B JEROME AVE  @ W GUN HILL RD,2009,5,44805,663
Staten Island,ARTHUR KILL RD,2012,11,129494,2119
Queens,91ST AVE BET 135TH & 134TH STS,2011,3,13593,762
Manhattan,LEXINGTON AVE APPROACH TO E 56TH ST,2011,4,192494,908
Brooklyn,WILLOUGHBY AV,2013,10,36980,1342
Queens,48 AVENUE,2019,3,21634,1572
Bronx,EAST 175 STREET,2019,2,139535,1536
Bronx,JEROME AVE BET SLIPRAMP & W 169TH ST/RIVER AVE,2010,10,8855,239
Manhattan,TER DR,2013,8,6954,498
Queens,ROOSEVELT ISLAND BR,2011,11,93184,1927
Queens,N/B SANTIAGO ST @ MC LAUGHLIN AVE,2010,1,3543,749
Queens,WHITESTONE EXWY NB EXIT 14,2012,6,171559,1526
Queens,48 AV,2012,10,42922,3172
Queens,NORTHERN BOULEVARD,2015,5,633989,3243
Staten Island,S/B VETERANS RD W @BRICK TOWN PLAZA MALL,2009,9,20328,400
Queens,108 STREET,2018,11,54312,1344
Bronx,E/B EAST GUN  HILL RD @ DEKALB AVE,2009,5,60308,679
Bronx,MAJOR DEEGAN EXPWY SER. RD,2011,6,11639,234
Brooklyn,HENRY STREET,2016,10,4367,96
Brooklyn,W/B 60 ST @ FT HAMILTON PKWY,2009,5,9691,151
Brooklyn,NEW UTRECHT AVENUE,2017,9,72333,1728
Brooklyn,BRIGHTON 12 STREET,2015,9,8003,383
Bronx,EAST 177 STREET,2018,10,46603,384
Queens,CONDUIT AVE EB APPROACH TO ROCKAWAY BLVD,2009,11,172906,851
Queens,ROCKAWAY BEACH BOULEVARD,2014,10,165431,4084
Queens,CHERRY AV,2014,5,3211,63
Brooklyn,JAMAICA AV,2012,9,33810,1100
Staten Island,BRIELLE AVENUE,2012,1,42800,1037
Queens,112 ST,2012,6,30728,880
Queens,ELMHURST AV,2013,11,11542,288
Brooklyn,WYCKOFF AVENUE,2015,10,21031,768
Queens,32 AVENUE,2016,1,27797,763
Brooklyn,BROOKLYN AVE BTWN MAPLE ST & MIDWOOD ST,2011,9,62276,1073
Queens,89 STREET,2018,6,4914,672
Brooklyn,AVENUE S,2017,2,19523,572
Staten Island,RICHMOND TERRACE,2014,5,83242,1023
Queens,ROOSEVELT IS BRIDGE,2018,10,34004,768
Brooklyn,GLENWOOD ROAD,2016,10,44252,888
Manhattan,COLUMBUS AV,2012,6,115623,690
Brooklyn,PLAZA ST E,2012,5,33961,912
Bronx,EAST 180 STREET,2015,6,311554,5184
Staten Island,W/B WINDERMERE RD @ STEUBEN ST,2009,11,1572,476
Brooklyn,S/B MCGUINNESS BLVD @ NASSAU AVE,2010,7,264167,1210
Queens,W/B LINDEN BLVD @ 116 ST,2010,9,12358,390
Manhattan,MORNINGSIDE AV,2014,6,51481,1285
Manhattan,W 125 ST,2012,6,514515,4215
Queens,38 AV,2014,6,29925,672
Brooklyn,S/B 4 AVE @ 5 ST (S LEG),2009,2,62378,389
Queens,49 AVENUE,2017,5,94957,1344
Brooklyn,ATLANTIC AV,2011,3,68352,536
Queens,N/B 143 ST @ 84 DRIVE,2010,12,5165,386
Brooklyn,N/B ROCHESTER AVE @ DEAN ST,2010,10,9516,383
Manhattan,EAST 14 STREET,2017,11,101212,960
Queens,82 STREET,2015,6,122216,2016
Brooklyn,CLARENDON ROAD,2015,4,65852,672
Manhattan,MURRAY STREET,2018,6,41040,960
Manhattan,10 AVENUE,2017,11,451743,9488
Queens,95 STREET,2016,3,7624,343
Brooklyn,GREENE AVENUE,2018,5,29865,1647
Staten Island,MAY AVENUE,2017,9,4993,385
Brooklyn,S/B BARBEY ST @ PITKIN AVE,2009,11,5047,510
Brooklyn,E/B AVE K @ E 9 ST,2009,11,2075,54
Queens,ASTORIA BOULEVARD,2012,1,55993,325
Queens,E/B JEWEL AVE (E LEG) @ 164 ST,2009,10,13244,764
Staten Island,FAIRFIELD ST,2013,11,1261,1928
Brooklyn,WYTHE AV,2013,6,29213,373
Queens,S/B JUNCTION BLVD @ 40 RD,2010,3,37917,674
Queens,STORY AV,2011,6,13219,343
Brooklyn,EAST 92 STREET,2017,3,2890,229
Brooklyn,ATLANTIC AVENUE,2017,5,137433,881
Manhattan,LEXINGTON AV,2012,9,28713,172
Bronx,DYRE AVENUE LINE,2017,9,1166,769
Manhattan,COLUMBUS AVENUE,2015,10,1689237,8135
Queens,BROOKVILLE BLVD,2013,3,530297,4939
Bronx,CITY ISLAND BR,2012,5,22534,260
Queens,HILLSIDE AV,2013,2,134092,1344
Manhattan,F D R DR,2014,11,32273,61
Brooklyn,CHURCH AV,2014,10,62604,960
Manhattan,S/B 5TH AVE @ E 42ND ST,2009,2,234524,700
Brooklyn,ASH ST,2012,10,7874,910
Brooklyn,LINDEN BOULEVARD,2019,3,305922,2688
Brooklyn,E 92 ST,2013,11,5296,275
Brooklyn,DEKALB AVENUE,2017,4,87592,3062
Brooklyn,BROOKLYN QUEENS EXPWY ET 27 EB,2016,10,28919,685
Manhattan,WEST 92 STREET,2018,10,34877,1344
Brooklyn,JAY STREET,2016,3,88482,1344
Brooklyn,PROSPECT EXPRESSWAY,2017,11,149994,512
Manhattan,HRD NB EXIT 21,2013,5,2714,51
Brooklyn,LEWIS AVENUE,2019,10,82674,1728
Brooklyn,WEST 8 STREET,2014,9,120226,768
Queens,GRAND CENTRAL PARKWAY,2013,10,852331,896
Manhattan,AMSTERDAM AVENUE,2015,8,1054310,5503
Brooklyn,E/B 9TH ST BRIDGE @ 2ND AVE,2011,3,63471,1523
Queens,HORACE HARDING EXPRESSWAY SR N,2015,6,184935,2730
Staten Island,SOUTH AVENUE,2014,10,76331,960
Queens,111 AVENUE,2016,11,45908,1726
Brooklyn,3 ST BR,2014,4,129302,2821
Staten Island,W/B RICHMOND RD (WLEG) @ LIBERTY AVE,2009,6,45864,378
Brooklyn,SHORE BOULEVARD,2019,10,210154,3456
Queens,S/B 108 ST @ 63 RD,2010,1,66399,1065
Brooklyn,E 98 ST,2013,3,70364,1535
Queens,W/B 69 RD@113 PL/GRAND CTR PKWY SER RD,2010,3,161003,952
Brooklyn,N/B E 13 ST @  AVE I,2009,12,9598,380
Brooklyn,E/B AVE K @ E 58 ST,2009,3,5568,158
Brooklyn,FURMAN STREET,2016,9,231075,5390
Brooklyn,PROSPECT AVENUE,2017,11,77611,3335
Queens,32 AVENUE,2018,4,5477,136
Bronx,ST MARYS STREET,2020,10,33888,864
Brooklyn,RICHARDSON STREET,2017,1,5650,382
Brooklyn,FLATBUSH AV,2013,9,1851644,12197
Bronx,UNIVERSITY AVENUE,2017,11,77468,1344
Bronx,DR MLK JR BLVD EN WASHINGTON BR,2014,1,61113,672
Brooklyn,DEKALB AVENUE,2015,10,47642,1728
Staten Island,E/B HYLAN BLVD(E LEG)@TYSENS LANE,2009,9,172978,862
Bronx,CO OP CITY BLVD APPROACH TO BAYCHESTER AVE,2011,5,61962,2793
Queens,63rd RD EB APPR TO 97th ST,2011,9,68270,734
Queens,N/B 150 ST @ 84 DR,2009,12,9325,390
Queens,GUY R BREWER BOULEVARD,2016,9,107399,1152
Manhattan,EAST 77 STREET,2019,6,38441,1344
Brooklyn,DUFFIELD STREET,2018,10,15499,672
Brooklyn,PARK AVENUE,2015,3,178301,1728
Brooklyn,NOSTRAND AV,2013,5,307746,2400
Brooklyn,AV F,2013,4,17249,604
Brooklyn,EAST 96 STREET,2017,12,4960,371
Bronx,HUTCHINSON PY SB EN PELHAM PY EB,2015,6,103616,1926
Manhattan,HUDSON STREET,2018,11,233633,2112
Manhattan,COLUMBUS AVENUE,2017,10,692860,3461
Manhattan,AVENUE B,2018,10,64389,2112
Manhattan,YORK AVENUE,2017,6,602057,3840
Brooklyn,COZINE AVENUE,2016,5,7023,141
Queens,UNION ST,2013,2,233152,2712
Manhattan,BROADWAY,2019,10,2520407,22229
Brooklyn,HOWARD AVENUE,2016,1,112524,768
Queens,W/B COOPER AVE @ 69 RD,2009,6,66832,191
Brooklyn,E/B MILL BASIN BRIDGE @ BELT PKWY,2008,6,831950,394
Brooklyn,ROGERS AVENUE,2017,11,284552,1728
Queens,57 RD,2014,6,17371,901
Manhattan,N/B 5 AVE @ E 139 ST,2009,10,62685,916
Queens,ROCKAWAY BLVD NB APPROACH TO WOODHAVEN BLVD,2009,11,96444,868
Queens,54 AVENUE,2019,9,6410,96
Queens,JAMAICA AV,2013,1,33738,353
Manhattan,PARK AVENUE,2013,11,45761,801
Queens,FRANCIS LEWIS BLVD,2013,3,196590,1676
Brooklyn,LINDEN BLVD WB APPROACH TO JUNIUS ST,2011,3,231135,677
Brooklyn,37 ST,2012,10,45060,1038
Brooklyn,AV D,2014,3,33283,810
Queens,S/B STEINWAY ST( S/LEG) @ 34 AVE,2009,5,23009,325
Brooklyn,EMPIRE BOULEVARD,2014,10,115922,1728
Bronx,W/B EAST GUN HILL RD @ KINGS COLLEGE PL,2009,5,77998,770
Brooklyn,BROOKLYN AV,2013,6,80674,891
Queens,BROADWAY,2017,12,23894,672
Queens,31 AVENUE,2018,2,82015,2688
Queens,NORTH CHANNEL BRIDGE,2017,6,37013,262
Brooklyn,10 AVENUE,2014,11,10206,160
Queens,NORTH CHANNEL BRIDGE,2019,5,508386,3840
Queens,21 AV,2013,5,19514,763
Brooklyn,HENRY STREET,2016,9,390471,9942
Brooklyn,DOUGLASS STREET,2015,11,847,64
Staten Island,ROCKLAND AVENUE,2016,5,240429,2688
Manhattan,AV OF THE AMERICAS,2012,6,243451,844
Brooklyn,W/B NORMAN AVE @ MANHATTAN AVE,2010,7,32789,1218
Bronx,HUTCHINSON RIVER PKWY BR,2014,6,2281253,3549
Manhattan,S/B BROADWAY BRIDGE,2009,10,177593,1039
Queens,N/B RUST ST (N LEG) @ 57 PL / 57 RD,2010,6,12032,251
Brooklyn,KINGS HIGHWAY,2016,11,237610,3456
Staten Island,VICTORY BOULEVARD,2015,10,248831,3456
Bronx,CLAREMONT PARKWAY,2013,11,93762,1128
Brooklyn,S/B MCGUINNESS BLVD @ NASSAU AVE,2010,8,35702,221
Queens,ASTORIA BOULEVARD,2017,9,260824,1536
Bronx,E 233RD ST BET MURDOCK & HILL AVES,2010,11,80967,1107
Queens,FRESH POND ROAD,2017,12,1066866,13440
Queens,PULASKI BRIDGE,2019,5,493289,2400
Bronx,VAN CORTLANDT PARK EAST,2018,3,93588,2793
Brooklyn,NEW UTRECHT AVENUE,2018,3,17917,960
Brooklyn,BUSHWICK AV,2013,6,137253,1693
Queens,LIBERTY AV,2012,9,43090,759
Manhattan,S/B PIKE ST @ MADISON ST,2010,3,71993,1055
Queens,RIKERS IS BR,2013,4,123750,2035
Manhattan,W 40 ST,2013,6,57653,744
Brooklyn,9 STREET,2014,11,98170,1920
Staten Island,ARTHUR KILL RD,2013,11,105353,1607
Queens,COOPER AVENUE,2018,5,124909,1640
Brooklyn,VANDERBILT AVENUE,2016,4,37194,672
Brooklyn,BAY RIDGE AVENUE,2014,11,17007,864
Staten Island,Bay St SB Between,2011,5,198574,2343
Queens,58 STREET,2014,10,20598,864
Manhattan,DESBROSSES STREET,2015,8,8342,1056
Manhattan,EAST 106 STREET,2014,4,68775,1344
Staten Island,MEEKER AVENUE,2019,10,14628,96
Staten Island,TYSENS LN,2011,7,39992,1054
Brooklyn,BELT PARKWAY EXIT 14 EASTBOUND,2016,10,56016,831
Staten Island,PIERCE STREET,2017,11,3257,351
Queens,N/B HIMROD ST @ CYPRESS AVE,2010,9,10212,604
Brooklyn,PARK AVENUE,2015,4,1196786,9984
Brooklyn,SHORE ROAD,2017,6,24236,764
Manhattan,9 AVENUE,2015,7,103926,1344
Queens,N/B 203 ST @ 32 AVE,2009,6,1121,292
Manhattan,E/B W 114 ST @ MORNINGSIDE DR,2010,12,16037,875
Bronx,LOUIS NINE BLVD,2013,5,35356,910
Brooklyn,AVENUE N,2016,6,123534,2688
Bronx,N/B BAINBRIDGE AVE @ E GUNHILL RD,2009,10,30186,773
Manhattan,ADAM C POWELL BOULEVARD,2015,11,9893,96
Queens,WYCKOFF AVENUE,2015,3,8800,274
Manhattan,STANTON STREET,2018,6,32296,1824
Bronx,ROSEDALE AVENUE,2015,11,186718,3072
Bronx,CARTER AV,2013,11,41992,712
Brooklyn,BELMONT AVENUE,2017,10,11684,384
Queens,32 AVENUE,2012,1,41781,1422
Bronx,WEBSTER AVENUE,2012,1,43918,479
Brooklyn,LAKE STREET,2017,11,6136,576
Queens,ELMHURST AV,2013,10,43673,1056
Brooklyn,S/B COLONIAL RD @ 83 ST,2010,6,23103,766
Manhattan,N/B 3RD AVE (4 LANES W SIDE) @ E 61 ST,2010,10,193173,966
Bronx,MATTHEWS AV,2012,8,12155,1437
Brooklyn,SUTTER AV,2011,4,118336,2387
Brooklyn,E NEW YORK AV,2012,10,226882,1461
Queens,87 AVENUE,2014,10,4339,458
Manhattan,WEST 18 STREET,2015,5,8286,192
Bronx,S/B HUTCHINSON RIVER PKWY @ CITY LINE,2010,5,501723,1075
Brooklyn,KINGS HWY MAIN RD SB APPROACH TO REMSEN AVE,2011,5,75538,687
Staten Island,EVERTON AVENUE,2015,11,337,192
Manhattan,E 165TH ST APPROACH TO GRAND CONCOURSE BLVD,2011,5,56523,829
Manhattan,E/B EAST 14TH ST@ 3RD AVE,2009,5,91676,775
Brooklyn,WEST 6th ST S.OF AVE U,2009,10,122116,2874
Queens,GRAND CENTRAL PKWY WB EXIT 11 W,2014,5,40736,672
Brooklyn,AV K,2011,10,12863,373
Brooklyn,FLATBUSH AVE APPROACH TO LINCOLN RD,2011,10,132997,1429
Brooklyn,DIVISION AVENUE,2015,11,45622,1363
Queens,ROOSEVELT AVENUE,2017,10,5584,192
Brooklyn,CONEY ISLAND AVENUE,2015,6,342587,3031
Brooklyn,WILLIAMSBURG BRIDGE ET S 5 ST,2018,11,63692,672
Manhattan,EAST 60 STREET,2017,10,215416,2688
Queens,QUEENS BOULEVARD,2017,10,1886500,16128
Staten Island,N/B DECKER AVE @ CATHERINE ST,2009,3,22473,489
Manhattan,S/B VARICK ST(W SIDE 2 LANES)@BROOME ST,2010,10,70069,657
Bronx,BROOK AVENUE,2012,2,7901,235
Queens,CORONA AVENUE,2019,10,100155,1728
Brooklyn,FLATBUSH AVE APPROACH TO 8TH AVE,2010,10,192072,955
Brooklyn,LINDEN BOULEVARD,2013,5,27198,4032
Manhattan,YORK AV,2014,9,462924,4608
Brooklyn,CONEY ISL AVE &CHURCH AVE BET E8TH & CONEY ISL AVE,2010,9,48046,1091
Brooklyn,SACKMAN ST,2012,5,66501,2017
Bronx,PELHAM BRIDGE,2017,10,20683,192
Manhattan,C P 7 AV APPR,2014,7,32655,2018
Brooklyn,BUSHWICK AVENUE,2015,6,512324,4032
Staten Island,VAN DUZER STREET,2014,10,29252,480
Bronx,BROADWAY,2015,6,1515566,13440
Brooklyn,33 ST,2013,5,17541,771
Staten Island,MILES AV,2013,11,9220,2238
Brooklyn,EAST 27 STREET,2019,9,6868,383
Staten Island,BROOKFIELD AV,2013,11,4310,1450
Bronx,OGDEN AVENUE,2012,1,17921,490
Staten Island,E/B ARTHUR KILL RD @ CORTELYOU AVE,2010,2,100583,1336
Queens,JACKSON AVENUE,2019,4,112130,1632
Brooklyn,N CONDUIT AV,2013,9,395779,1818
Bronx,CONNECTOR,2014,9,117190,864
Staten Island,VICTORY BOULEVARD,2015,7,148293,2293
Manhattan,S/B 5TH AVE @ E 34TH ST,2009,1,141257,556
Brooklyn,77 STREET,2017,1,6263,390
Staten Island,RICHMOND TERRACE,2012,9,17167,321
Manhattan,6TH AVE APPROACH TO 57TH ST,2011,4,466195,1593
Manhattan,PARK AVENUE,2015,8,940024,8501
Bronx,EAST 188 STREET,2016,5,88677,960
Manhattan,LEXINGTON AVENUE,2019,2,131462,960
Manhattan,EDGECOMBE AVENUE,2018,5,6293,384
Brooklyn,SANDS STREET,2016,10,53221,201
Bronx,TOMLINSON AVENUE,2016,6,7406,355
Brooklyn,JAY STREET,2018,6,337017,4032
Brooklyn,SHELL ROAD,2019,10,620673,4032
Queens,LIE MAIN RDWY N SIDE 2 LANES,2011,6,608799,2336
Manhattan,QUEENS MIDTOWN TUNNEL EXIT,2019,11,64952,672
Brooklyn,KINGS HWY SR SB APPROACH TO UTICA AVE,2011,3,19977,676
Manhattan,COLUMBUS AVENUE,2020,11,11071,96
Manhattan,CPW 72 APPR,2012,6,8915,866
Manhattan,W 53 ST,2013,8,41473,384
Manhattan,N/B BROADWAY BRIDGE TO BRONX,2010,9,224486,1235
Manhattan,WEST 64 STREET,2018,1,18289,1344
Brooklyn,AV K,2013,9,90778,2419
Bronx,BRONXWOOD AVENUE,2013,9,5089,96
Manhattan,1 AVENUE,2017,7,449177,1344
Staten Island,10 STREET,2019,4,16193,778
Queens,MURDOCK AVE NUE,2012,2,28021,681
Queens,LEFFERTS BLVD,2013,11,334149,4314
Brooklyn,SHORE PARKWAY,2016,3,84142,576
Bronx,WESTCHESTER AVENUE BRIDGE,2015,3,48413,309
Bronx,BAYCHESTER AVENUE,2017,1,99378,2016
Queens,164 STREET,2015,11,2773,96
Queens,BEACH 92 ST,2014,6,1604,288
Queens,JUNCTION BLVD APPROACHING 62ND DR,2011,5,68012,1512
Brooklyn,N/B E 23 ST @ FARRAGUT RD,2010,12,2974,244
Queens,BROADWAY EB APPROACH TO 69TH ST,2009,12,41594,520
Bronx,ROSEDALE AVENUE,2012,2,90294,1357
Queens,N/B 108 ST @ 65 RD,2009,10,14838,254
Queens,HEMPSTEAD AVENUE,2018,6,55327,329
Brooklyn,DEAN ST,2013,1,290651,4731
Brooklyn,N/B E 23 ST @ FARRAGUT RD,2010,11,1867,138
Staten Island,N/B TYSEN LA @ HYLAN BLVD,2009,6,36920,703
Manhattan,FORSYTH ST,2013,11,34703,1431
Brooklyn,N/B MARLBOROGH RD @ DITMAS AVE,2009,9,5549,385
Bronx,N/B EASTCHESTER BRIDGE @ NOELL AVE -,2008,4,141329,381
Queens,W/B NORTHERN BLVD @ HONEYWELL ST,2011,3,95710,721
Brooklyn,SOUTH 4 STREET,2018,11,36388,2016
Manhattan,W/B GRAND ST @ ALLEN ST,2010,10,8986,158
Queens,69 LANE,2015,10,2387,377
Manhattan,CLINTON ST,2013,11,220110,1432
Queens,ROCKAWAY BOULEVARD,2017,11,91676,1147
Manhattan,N/B ASSER LEVY PLACE @ E 25 ST,2009,1,2963,532
Brooklyn,S/B FRANKLIIN  ST @ NORTH 14TH ST,2009,6,1496,39
Staten Island,W/B HYLAN BLVD @ TYSENS LA,2009,6,116828,699
Bronx,PELHAM PARKWAY SOUTH,2019,11,128326,1728
Brooklyn,MESEROLE ST,2013,11,13276,872
Bronx,BARTOW AVENUE,2012,2,146010,1458
Queens,COOPER AV,2014,5,14663,226
Bronx,CALHOUN AVENUE,2015,10,1793,192
Brooklyn,68 STREET,2017,6,6587,391
Manhattan,FRED DOUGLASS BLVD,2013,11,52478,1621
Brooklyn,STUART STREET,2017,10,5155,367
Bronx,RIVERDALE AV@ELLSWORTH AV(CITY LIN),2010,3,47687,1099
Staten Island,MANOR ROAD,2016,9,29667,768
Brooklyn,LINDEN STREET,2015,4,29700,1409
Brooklyn,BAY 25 STREET,2017,3,3331,379
Brooklyn,51 ST,2012,10,40226,1918
Manhattan,WILLIAM STREET,2016,2,10301,288
Staten Island,DRUMGOOLE ROAD WEST,2015,11,210746,1440
Brooklyn,FRANKLIN STREET,2016,4,127356,2688
Bronx,BAILEY AV,2013,4,92835,1344
Brooklyn,NORTH 10 STREET,2015,4,21616,782
Queens,ROCKAWAY FRWY,2014,3,1386,279
Queens,METROPOLITAN AVENUE,2019,5,281205,3072
Manhattan,WASHINGTON BRIDGE,2019,6,205309,1344
Queens,33 STREET,2015,10,169722,1248
Manhattan,AMSTERDAM AV,2013,1,19203,185
Brooklyn,E NEW YORK AV,2013,11,137266,960
Queens,164 STREET,2016,10,44170,576
Bronx,BARRETTO ST APPROACH TO BRUCKNER BLVD,2011,3,9145,240
Manhattan,2 AV,2011,8,312531,1439
Brooklyn,PALMETTO ST BET RIDGEWOOD PL & WYCKOFF AVE,2011,3,33490,1532
Brooklyn,THROOP AVENUE,2015,10,28374,864
Manhattan,E 55 ST,2013,6,55945,700
Brooklyn,BUSHWICK AV,2012,10,66291,259
Brooklyn,MC GUINNESS BOULEVARD,2015,12,69788,323
Brooklyn,WALLABOUT ST,2014,1,37691,4144
Brooklyn,WORTMAN AVENUE,2015,9,11417,740
Queens,111 STREET,2016,5,572997,10752
Brooklyn,LEONARD STREET,2016,6,190967,4032
Queens,80 ST,2014,3,17977,711
Bronx,W/B CROSBY AVE @ WESTCHESTER AVE,2010,6,40256,1119
Staten Island,WOODROW ROAD,2015,11,3234,192
Manhattan,N/B BRIDGE EXT (NEW ST) @ E 61 ST,2010,10,49906,1245
Manhattan,CENTRAL PARK WEST,2016,10,332908,3131
Manhattan,W 55 ST,2014,5,51961,672
Queens,36 AVENUE,2014,6,23925,681
Queens,HILLSIDE AVENUE,2012,1,72004,459
Bronx,WESTCHESTER AVENUE BRIDGE,2018,4,404346,3266
Brooklyn,S/B 8 AVE @ 51 ST,2010,11,7262,163
Queens,LIBERTY AVENUE,2014,9,81027,768
Bronx,BAY PLAZA MALL APPROACH TO BAYCHESTER AVE,2011,11,16474,328
Queens,164 STREET,2018,5,57204,745
Staten Island,VICTORY BOULEVARD,2019,2,54291,1152
Brooklyn,JAMAICA AV,2012,10,7043,256
Queens,S/B WOODHAVEN BLVD (S RD)@ ROCKAWAY BLVD,2009,9,87975,1335
Bronx,WEBSTER AVENUE,2016,6,76400,768
Brooklyn,ATLANTIC AVENUE,2016,3,31495,253
Queens,N/B STEINWAY ST ( N/LEG) @ 30 AVE,2009,5,19732,234
Brooklyn,E/B FILLMORE AVE @ E 38 ST,2009,12,26584,769
Manhattan,MADISON AVENUE,2019,1,136380,576
Manhattan,PINE STREET,2018,11,5202,384
Brooklyn,E/B GRAVESEND NECK RD @ E 13 ST,2009,12,33534,761
Staten Island,W/B RICE AVE @ SLOSSON AVE,2009,7,9232,667
Queens,ROCKAWAY BLVD WB APPROACH TO 108TH ST,2011,2,163528,1522
Brooklyn,S/B FT HAMILTON PKWY @ 60 ST,2009,6,92258,1091
Brooklyn,EAST 24 STREET,2017,5,5632,757
Manhattan,DYCKMAN STREET,2014,11,95109,1427
Brooklyn,BAY 52 STREET,2018,10,45772,576
Brooklyn,SHORE PARKWAY,2014,12,16758,826
Brooklyn,E/B FLATLANDS AVE @ E 38 ST/KIMBALL ST,2009,3,11123,161
Brooklyn,MANHATTAN AVENUE,2014,8,31314,758
